Date,Link,Day,Season,Team,Opp,Site,Final,Rest,Line,Total,SUm,ATSm,OUm,DPS,DPA,SUr,ATSr,OUr,ot,game id (string),match id,Home,Away
41944,recap,Sat,2014,Magic,Raptors,home,95-108,1&2,6,196,-13,-7,7,0,7,L,L,O,0,0021400029,20141101TORORL,ORL,TOR
41944,recap,Sat,2014,Pistons,Nets,home,90-102,1&2,-3,196.5,-12,-15,-4.5,-9.8,5.2,L,L,U,0,0021400033,20141101BKNDET,DET,BKN
41944,recap,Sat,2014,Wizards,Bucks,home,108-97,1&0,-9.5,198,11,1.5,7,4.2,2.8,W,W,O,0,0021400031,20141101MILWAS,WAS,MIL
41944,recap,Sat,2014,Seventysixers,Heat,home,96-114,0&2,9,199.5,-18,-9,10.5,0.8,9.8,L,L,O,0,0021400030,20141101MIAPHI,PHI,MIA
41944,recap,Sat,2014,Pelicans,Mavericks,home,104-109,3&1,1,203.5,-5,-4,9.5,2.8,6.8,L,L,O,0,0021400027,20141101DALNOP,NOP,DAL
41944,recap,Sat,2014,Jazz,Suns,home,118-91,1&0,2,205,27,29,4,16.5,-12.5,W,W,O,0,0021400037,20141101PHXUTA,UTA,PHX
41944,recap,Sat,2014,Rockets,Celtics,home,104-90,2&2,-8,207,14,6,-13,-3.5,-9.5,W,W,U,0,0021400034,20141101BOSHOU,HOU,BOS
41944,recap,Sat,2014,Warriors,Lakers,home,127-104,2&0,-15.5,209.5,23,7.5,21.5,14.5,7,W,W,O,0,0021400038,20141101LALGSW,GSW,LAL
41945,recap,Sun,2014,Knicks,Hornets,home,96-93,2&0,-3.5,187.5,3,-0.5,1.5,0.5,1,W,L,O,0,0021400041,20141102CHANYK,NYK,CHA
41945,recap,Sun,2014,Heat,Raptors,home,107-102,0&0,-3,197.5,5,2,11.5,6.8,4.8,W,W,O,0,0021400040,20141102TORMIA,MIA,TOR
41945,recap,Sun,2014,Clippers,Kings,home,92-98,1&1,-9.5,205.5,-6,-15.5,-15.5,-15.5,0,L,L,U,0,0021400039,20141102SACLAC,LAC,SAC
41945,recap,Sun,2014,Trailblazers,Warriors,home,90-95,1&0,-3,207,-5,-8,-22,-15,-7,L,L,U,0,0021400042,20141102GSWPOR,POR,GSW
41946,recap,Mon,2014,Grizzlies,Pelicans,home,93-81,1&1,-4.5,187.5,12,7.5,-13.5,-3,-10.5,W,W,U,0,0021400045,20141103NOPMEM,MEM,NOP
41946,recap,Mon,2014,Nets,Thunder,home,116-85,1&1,-7,192.5,31,24,8.5,16.2,-7.8,W,W,O,0,0021400044,20141103OKCBKN,BKN,OKC
41946,recap,Mon,2014,Seventysixers,Rockets,home,93-104,1&1,10.5,200.5,-11,-0.5,-3.5,-2,-1.5,L,L,U,0,0021400043,20141103HOUPHI,PHI,HOU
41946,recap,Mon,2014,Nuggets,Kings,home,105-110,1&0,-7,202.5,-5,-12,12.5,0.2,12.2,L,L,O,0,0021400047,20141103SACDEN,DEN,SAC
41946,recap,Mon,2014,Clippers,Jazz,home,107-101,0&1,-9,205.5,6,-3,2.5,-0.2,2.8,W,L,O,0,0021400048,20141103UTALAC,LAC,UTA
41946,recap,Mon,2014,Mavericks,Celtics,home,118-113,1&1,-9.5,208.5,5,-4.5,22.5,9,13.5,W,L,O,0,0021400046,20141103BOSDAL,DAL,BOS
41947,recap,Tue,2014,Bulls,Magic,home,98-90,2&2,-11,189,8,-3,-1,-2,1,W,L,U,0,0021400053,20141104ORLCHI,CHI,ORL
41947,recap,Tue,2014,Knicks,Wizards,home,83-98,1&2,1,190.5,-15,-14,-9.5,-11.8,2.2,L,L,U,0,0021400051,20141104WASNYK,NYK,WAS
41947,recap,Tue,2014,Pelicans,Hornets,home,100-91,0&1,-4,191,9,5,0,2.5,-2.5,W,W,P,0,0021400054,20141104CHANOP,NOP,CHA
41947,recap,Tue,2014,Pacers,Bucks,home,81-87,2&2,-3.5,192,-6,-9.5,-24,-16.8,-7.2,L,L,U,0,0021400049,20141104MILIND,IND,MIL
41947,recap,Tue,2014,Raptors,Thunder,home,100-88,1&0,-11.5,194,12,0.5,-6,-2.8,-3.2,W,W,U,0,0021400052,20141104OKCTOR,TOR,OKC
41947,recap,Tue,2014,Heat,Rockets,home,91-108,1&0,-1.5,202.5,-17,-18.5,-3.5,-11,7.5,L,L,U,0,0021400050,20141104HOUMIA,MIA,HOU
41947,recap,Tue,2014,Trailblazers,Cavaliers,home,101-82,1&3,2,205.5,19,21,-22.5,-0.8,-21.8,W,W,U,0,0021400055,20141104CLEPOR,POR,CLE
41947,recap,Tue,2014,Lakers,Suns,home,106-112,2&2,6.5,213.5,-6,0.5,4.5,2.5,2,L,W,O,0,0021400056,20141104PHXLAL,LAL,PHX
41948,recap,Wed,2014,Pistons,Knicks,home,98-95,3&0,-4,187.5,3,-1,5.5,2.2,3.2,W,L,O,0,0021400061,20141105NYKDET,DET,NYK
41948,recap,Wed,2014,Hornets,Heat,home,96-89,0&0,-1.5,190,7,5.5,-5,0.2,-5.2,W,W,U,0,0021400057,20141105MIACHA,CHA,MIA
41948,recap,Wed,2014,Wizards,Pacers,home,96-94,0&0,-9,190,2,-7,0,-3.5,3.5,W,L,P,1,0021400063,20141105INDWAS,WAS,IND
41948,recap,Wed,2014,Bucks,Bulls,home,86-95,0&0,4.5,191.5,-9,-4.5,-10.5,-7.5,-3,L,L,U,0,0021400062,20141105CHIMIL,MIL,CHI
41948,recap,Wed,2014,Suns,Grizzlies,home,91-102,0&1,0,193.5,-11,-11,-0.5,-5.8,5.2,L,L,U,0,0021400065,20141105MEMPHX,PHX,MEM
41948,recap,Wed,2014,Seventysixers,Magic,home,89-91,1&0,2.5,195.5,-2,0.5,-15.5,-7.5,-8,L,W,U,0,0021400058,20141105ORLPHI,PHI,ORL
41948,recap,Wed,2014,Spurs,Hawks,home,94-92,4&3,-8,201.5,2,-6,-15.5,-10.8,-4.8,W,L,U,0,0021400064,20141105ATLSAS,SAS,ATL
41948,recap,Wed,2014,Jazz,Cavaliers,home,102-100,1&0,5.5,202.5,2,7.5,-0.5,3.5,-4,W,W,U,0,0021400066,20141105CLEUTA,UTA,CLE
41948,recap,Wed,2014,Kings,Nuggets,home,131-109,1&1,-3.5,203.5,22,18.5,36.5,27.5,9,W,W,O,0,0021400067,20141105DENSAC,SAC,DEN
41948,recap,Wed,2014,Celtics,Raptors,home,107-110,1&0,0,204,-3,-3,13,5,8,L,L,O,0,0021400059,20141105TORBOS,BOS,TOR
41948,recap,Wed,2014,Nets,Timberwolves,home,91-98,1&3,-5,208,-7,-12,-19,-15.5,-3.5,L,L,U,0,0021400060,20141105MINBKN,BKN,MIN
41948,recap,Wed,2014,Warriors,Clippers,home,121-104,2&1,-4.5,210.5,17,12.5,14.5,13.5,1,W,W,O,0,0021400068,20141105LACGSW,GSW,LAC
41949,recap,Thu,2014,Rockets,Spurs,home,98-81,1&0,-6.5,196.5,17,10.5,-17.5,-3.5,-14,W,W,U,0,0021400069,20141106SASHOU,HOU,SAS
41949,recap,Thu,2014,Trailblazers,Mavericks,home,108-87,1&2,-2,207.5,21,19,-12.5,3.2,-15.8,W,W,U,0,0021400070,20141106DALPOR,POR,DAL
41950,recap,Fri,2014,Thunder,Grizzlies,home,89-91,2&1,7,182,-2,5,-2,1.5,-3.5,L,W,U,0,0021400078,20141107MEMOKC,OKC,MEM
41950,recap,Fri,2014,Seventysixers,Bulls,home,115-118,1&1,10,189,-3,7,44,25.5,18.5,L,W,O,0,0021400073,20141107CHIPHI,PHI,CHI
41950,recap,Fri,2014,Celtics,Pacers,home,101-98,1&1,-5,192.5,3,-2,6.5,2.2,4.2,W,L,O,0,0021400074,20141107INDBOS,BOS,IND
41950,recap,Fri,2014,Nets,Knicks,home,110-99,1&1,-6,193,11,5,16,10.5,5.5,W,W,O,0,0021400075,20141107NYKBKN,BKN,NYK
41950,recap,Fri,2014,Pistons,Bucks,home,98-95,1&1,-4.5,193,3,-1.5,0,-0.8,0.8,W,L,P,0,0021400076,20141107MILDET,DET,MIL
41950,recap,Fri,2014,Hornets,Hawks,home,122-119,1&1,-1.5,194,3,1.5,47,24.2,22.8,W,W,O,2,0021400071,20141107ATLCHA,CHA,ATL
41950,recap,Fri,2014,Raptors,Wizards,home,103-84,1&1,-3.5,195.5,19,15.5,-8.5,3.5,-12,W,W,U,0,0021400077,20141107WASTOR,TOR,WAS
41950,recap,Fri,2014,Magic,Timberwolves,home,112-103,1&1,4,203,9,13,12,12.5,-0.5,W,W,O,1,0021400072,20141107MINORL,ORL,MIN
41950,recap,Fri,2014,Jazz,Mavericks,home,82-105,1&0,3,205.5,-23,-20,-18.5,-19.2,0.8,L,L,U,0,0021400080,20141107DALUTA,UTA,DAL
41950,recap,Fri,2014,Suns,Kings,home,112-114,1&1,-4.5,208,-2,-6.5,18,5.8,12.2,L,L,O,2,0021400079,20141107SACPHX,PHX,SAC
41950,recap,Fri,2014,Nuggets,Cavaliers,home,101-110,1&1,6,210,-9,-3,1,-1,2,L,L,O,0,0021400081,20141107CLEDEN,DEN,CLE
41951,recap,Sat,2014,Pacers,Wizards,home,90-97,0&0,3.5,183.5,-7,-3.5,3.5,0,3.5,L,L,O,0,0021400083,20141108WASIND,IND,WAS
41951,recap,Sat,2014,Bucks,Grizzlies,home,93-92,0&0,5,186,1,6,-1,2.5,-3.5,W,W,U,0,0021400088,20141108MEMMIL,MIL,MEM
41951,recap,Sat,2014,Bulls,Celtics,home,101-106,0&0,-9.5,194,-5,-14.5,13,-0.8,13.8,L,L,O,0,0021400086,20141108BOSCHI,CHI,BOS
41951,recap,Sat,2014,Hawks,Knicks,home,103-96,0&0,-7,194.5,7,0,4.5,2.2,2.2,W,P,O,0,0021400084,20141108NYKATL,ATL,NYK
41951,recap,Sat,2014,Spurs,Pelicans,home,99-100,1&3,-7,194.5,-1,-8,4.5,-1.8,6.2,L,L,O,0,0021400089,20141108NOPSAS,SAS,NOP
41951,recap,Sat,2014,Heat,Timberwolves,home,102-92,2&0,-7.5,204.5,10,2.5,-10.5,-4,-6.5,W,W,U,0,0021400085,20141108MINMIA,MIA,MIN
41951,recap,Sat,2014,Clippers,Trailblazers,home,106-102,2&1,-4.5,205.5,4,-0.5,2.5,1,1.5,W,L,O,0,0021400082,20141108PORLAC,LAC,POR
41951,recap,Sat,2014,Rockets,Warriors,home,87-98,1&2,2.5,207,-11,-8.5,-22,-15.2,-6.8,L,L,U,0,0021400087,20141108GSWHOU,HOU,GSW
41952,recap,Sun,2014,Pistons,Jazz,home,96-97,1&1,-4,193.5,-1,-5,-0.5,-2.8,2.2,L,L,U,0,0021400091,20141109UTADET,DET,UTA
41952,recap,Sun,2014,Thunder,Kings,home,101-93,1&1,1.5,194,8,9.5,0,4.8,-4.8,W,W,P,0,0021400092,20141109SACOKC,OKC,SAC
41952,recap,Sun,2014,Nets,Magic,home,104-96,1&1,-8.5,198,8,-0.5,2,0.8,1.2,W,L,O,0,0021400090,20141109ORLBKN,BKN,ORL
41952,recap,Sun,2014,Trailblazers,Nuggets,home,116-100,0&1,-9,204.5,16,7,11.5,9.2,2.2,W,W,O,0,0021400096,20141109DENPOR,POR,DEN
41952,recap,Sun,2014,Lakers,Hornets,home,107-92,4&1,3,205,15,18,-6,6,-12,W,W,U,0,0021400097,20141109CHALAL,LAL,CHA
41952,recap,Sun,2014,Mavericks,Heat,home,96-105,1&0,-8,205,-9,-17,-4,-10.5,6.5,L,L,U,0,0021400094,20141109MIADAL,DAL,MIA
41952,recap,Sun,2014,Raptors,Seventysixers,home,120-88,1&1,-13,205,32,19,3,11,-8,W,W,O,0,0021400093,20141109PHITOR,TOR,PHI
41952,recap,Sun,2014,Suns,Warriors,home,107-95,1&0,-1.5,210,12,10.5,-8,1.2,-9.2,W,W,U,0,0021400095,20141109GSWPHX,PHX,GSW
41953,recap,Mon,2014,Pacers,Jazz,home,97-86,1&0,-3,187,11,8,-4,2,-6,W,W,U,0,0021400099,20141110UTAIND,IND,UTA
41953,recap,Mon,2014,Bulls,Pistons,home,102-91,1&0,-10,191,11,1,2,1.5,0.5,W,W,O,0,0021400101,20141110DETCHI,CHI,DET
41953,recap,Mon,2014,Knicks,Hawks,home,85-91,1&1,2,196.5,-6,-4,-20.5,-12.2,-8.2,L,L,U,0,0021400100,20141110ATLNYK,NYK,ATL
41953,recap,Mon,2014,Cavaliers,Pelicans,home,118-111,2&1,-6,202.5,7,1,26.5,13.8,12.8,W,W,O,0,0021400098,20141110NOPCLE,CLE,NOP
41953,recap,Mon,2014,Clippers,Spurs,home,85-89,1&1,-2,202.5,-4,-6,-28.5,-17.2,-11.2,L,L,U,0,0021400102,20141110SASLAC,LAC,SAS
41954,recap,Tue,2014,Bucks,Thunder,home,85-78,2&1,-3,191,7,4,-28,-12,-16,W,W,U,0,0021400105,20141111OKCMIL,MIL,OKC
41954,recap,Tue,2014,Trailblazers,Hornets,home,102-100,1&1,-6,194,2,-4,8,2,6,W,L,O,0,0021400107,20141111CHAPOR,POR,CHA
41954,recap,Tue,2014,Grizzlies,Lakers,home,107-102,2&1,-10,197.5,5,-5,11.5,3.2,8.2,W,L,O,0,0021400104,20141111LALMEM,MEM,LAL
41954,recap,Tue,2014,Warriors,Spurs,home,100-113,1&0,-7.5,200,-13,-20.5,13,-3.8,16.8,L,L,O,0,0021400108,20141111SASGSW,GSW,SAS
41954,recap,Tue,2014,Raptors,Magic,home,104-100,1&1,-10.5,201,4,-6.5,3,-1.8,4.8,W,L,O,0,0021400103,20141111ORLTOR,TOR,ORL
41954,recap,Tue,2014,Mavericks,Kings,home,106-98,1&1,-7.5,205.5,8,0.5,-1.5,-0.5,-1,W,W,U,0,0021400106,20141111SACDAL,DAL,SAC
41955,recap,Wed,2014,Heat,Pacers,home,75-81,2&1,-8,187.5,-6,-14,-31.5,-22.8,-8.8,L,L,U,0,0021400112,20141112INDMIA,MIA,IND
41955,recap,Wed,2014,Knicks,Magic,home,95-97,1&0,-6,192,-2,-8,0,-4,4,L,L,P,0,0021400113,20141112ORLNYK,NYK,ORL
41955,recap,Wed,2014,Wizards,Pistons,home,107-103,3&1,-6,192,4,-2,18,8,10,W,L,O,0,0021400109,20141112DETWAS,WAS,DET
41955,recap,Wed,2014,Celtics,Thunder,home,94-109,3&0,-6.5,197,-15,-21.5,6,-7.8,13.8,L,L,O,0,0021400111,20141112OKCBOS,BOS,OKC
41955,recap,Wed,2014,Hawks,Jazz,home,100-97,1&1,-7,197.5,3,-4,-0.5,-2.2,1.8,W,L,U,0,0021400110,20141112UTAATL,ATL,UTA
41955,recap,Wed,2014,Timberwolves,Rockets,home,101-113,3&3,7,205.5,-12,-5,8.5,1.8,6.8,L,L,O,0,0021400117,20141112HOUMIN,MIN,HOU
41955,recap,Wed,2014,Suns,Nets,home,112-104,2&2,-5,207,8,3,9,6,3,W,W,O,0,0021400116,20141112BKNPHX,PHX,BKN
41955,recap,Wed,2014,Nuggets,Trailblazers,home,113-130,2&0,-2,209,-17,-19,34,7.5,26.5,L,L,O,0,0021400115,20141112PORDEN,DEN,POR
41955,recap,Wed,2014,Pelicans,Lakers,home,109-102,1&0,-10.5,210,7,-3.5,1,-1.2,2.2,W,L,O,0,0021400114,20141112LALNOP,NOP,LAL
41956,recap,Thu,2014,Grizzlies,Kings,home,111-110,1&1,-5.5,190,1,-4.5,31,13.2,17.8,W,L,O,0,0021400118,20141113SACMEM,MEM,SAC
41956,recap,Thu,2014,Raptors,Bulls,home,93-100,1&2,-2.5,195,-7,-9.5,-2,-5.8,3.8,L,L,U,0,0021400119,20141113CHITOR,TOR,CHI
41956,recap,Thu,2014,Mavericks,Seventysixers,home,123-70,1&3,-14,207,53,39,-14,12.5,-26.5,W,W,U,0,0021400120,20141113PHIDAL,DAL,PHI
41956,recap,Thu,2014,Warriors,Nets,home,107-99,1&0,-9,207,8,-1,-1,-1,0,W,L,U,0,0021400121,20141113BKNGSW,GSW,BKN
41957,recap,Fri,2014,Thunder,Pistons,home,89-96,1&1,-3,188,-7,-10,-3,-6.5,3.5,L,L,U,1,0021400129,20141114DETOKC,OKC,DET
41957,recap,Fri,2014,Knicks,Jazz,home,100-102,1&1,-3.5,192.5,-2,-5.5,9.5,2,7.5,L,L,O,0,0021400126,20141114UTANYK,NYK,UTA
41957,recap,Fri,2014,Magic,Bucks,home,101-85,1&2,-3,193.5,16,13,-7.5,2.8,-10.2,W,W,U,0,0021400123,20141114MILORL,ORL,MIL
41957,recap,Fri,2014,Hawks,Heat,home,114-103,1&1,-4.5,194.5,11,6.5,22.5,14.5,8,W,W,O,0,0021400124,20141114MIAATL,ATL,MIA
41957,recap,Fri,2014,Pacers,Nuggets,home,87-108,1&1,-2.5,197,-21,-23.5,-2,-12.8,10.8,L,L,U,0,0021400122,20141114DENIND,IND,DEN
41957,recap,Fri,2014,Suns,Hornets,home,95-103,1&2,-6,200,-8,-14,-2,-8,6,L,L,U,0,0021400130,20141114CHAPHX,PHX,CHA
41957,recap,Fri,2014,Lakers,Spurs,home,80-93,1&2,8,204.5,-13,-5,-31.5,-18.2,-13.2,L,L,U,0,0021400131,20141114SASLAL,LAL,SAS
41957,recap,Fri,2014,Rockets,Seventysixers,home,88-87,1&0,-16.5,205,1,-15.5,-30,-22.8,-7.2,W,L,U,0,0021400127,20141114PHIHOU,HOU,PHI
41957,recap,Fri,2014,Pelicans,Timberwolves,home,139-91,1&1,-8,206.5,48,40,23.5,31.8,-8.2,W,W,O,0,0021400128,20141114MINNOP,NOP,MIN
41957,recap,Fri,2014,Celtics,Cavaliers,home,121-122,1&3,5.5,212,-1,4.5,31,17.8,13.2,L,W,O,0,0021400125,20141114CLEBOS,BOS,CLE
41958,recap,Sat,2014,Bulls,Pacers,home,90-99,1&0,-9,183.5,-9,-18,5.5,-6.2,11.8,L,L,O,0,0021400135,20141115INDCHI,CHI,IND
41958,recap,Sat,2014,Grizzlies,Pistons,home,95-88,1&0,-9,186.5,7,-2,-3.5,-2.8,-0.8,W,L,U,0,0021400136,20141115DETMEM,MEM,DET
41958,recap,Sat,2014,Kings,Spurs,home,94-91,1&0,1.5,193.5,3,4.5,-8.5,-2,-6.5,W,W,U,0,0021400139,20141115SASSAC,SAC,SAS
41958,recap,Sat,2014,Wizards,Magic,home,98-93,2&0,-9,194.5,5,-4,-3.5,-3.8,0.2,W,L,U,0,0021400132,20141115ORLWAS,WAS,ORL
41958,recap,Sat,2014,Raptors,Jazz,home,111-93,1&0,-11,201,18,7,3,5,-2,W,W,O,0,0021400134,20141115UTATOR,TOR,UTA
41958,recap,Sat,2014,Trailblazers,Nets,home,97-87,2&1,-3.5,206,10,6.5,-22,-7.8,-14.2,W,W,U,0,0021400138,20141115BKNPOR,POR,BKN
41958,recap,Sat,2014,Cavaliers,Hawks,home,127-94,0&0,-7,208,33,26,13,19.5,-6.5,W,W,O,0,0021400133,20141115ATLCLE,CLE,ATL
41958,recap,Sat,2014,Clippers,Suns,home,120-107,4&0,-7,210.5,13,6,16.5,11.2,5.2,W,W,O,0,0021400141,20141115PHXLAC,LAC,PHX
41958,recap,Sat,2014,Mavericks,Timberwolves,home,131-117,1&0,-11.5,211,14,2.5,37,19.8,17.2,W,W,O,0,0021400137,20141115MINDAL,DAL,MIN
41958,recap,Sat,2014,Warriors,Hornets,home,112-87,1&0,-10.5,211.5,25,14.5,-12.5,1,-13.5,W,W,U,0,0021400140,20141115CHAGSW,GSW,CHA
41959,recap,Sun,2014,Heat,Bucks,home,84-91,1&1,-5,189.5,-7,-12,-14.5,-13.2,-1.2,L,L,U,0,0021400143,20141116MILMIA,MIA,MIL
41959,recap,Sun,2014,Thunder,Rockets,home,65-69,1&1,4.5,192.5,-4,0.5,-58.5,-29,-29.5,L,W,U,0,0021400144,20141116HOUOKC,OKC,HOU
41959,recap,Sun,2014,Knicks,Nuggets,home,109-93,1&1,-2,202,16,14,0,7,-7,W,W,P,0,0021400142,20141116DENNYK,NYK,DEN
41959,recap,Sun,2014,Lakers,Warriors,home,115-136,1&0,8,210.5,-21,-13,40.5,13.8,26.8,L,L,O,0,0021400145,20141116GSWLAL,LAL,GSW
41960,recap,Mon,2014,Grizzlies,Rockets,home,119-93,1&0,-4.5,188,26,21.5,24,22.8,1.2,W,W,O,0,0021400151,20141117HOUMEM,MEM,HOU
41960,recap,Mon,2014,Pistons,Magic,home,93-107,1&1,-4,190.5,-14,-18,9.5,-4.2,13.8,L,L,O,0,0021400150,20141117ORLDET,DET,ORL
41960,recap,Mon,2014,Nets,Heat,home,83-95,1&0,-7,195,-12,-19,-17,-18,1,L,L,U,0,0021400149,20141117MIABKN,BKN,MIA
41960,recap,Mon,2014,Spurs,Seventysixers,home,100-75,1&2,-16.5,195.5,25,8.5,-20.5,-6,-14.5,W,W,U,0,0021400152,20141117PHISAS,SAS,PHI
41960,recap,Mon,2014,Clippers,Bulls,home,89-105,1&1,-5,197.5,-16,-21,-3.5,-12.2,8.8,L,L,U,0,0021400154,20141117CHILAC,LAC,CHI
41960,recap,Mon,2014,Hornets,Mavericks,home,80-107,1&1,3.5,198.5,-27,-23.5,-11.5,-17.5,6,L,L,U,0,0021400146,20141117DALCHA,CHA,DAL
41960,recap,Mon,2014,Trailblazers,Pelicans,home,102-93,1&2,-3.5,203,9,5.5,-8,-1.2,-6.8,W,W,U,0,0021400153,20141117NOPPOR,POR,NOP
41960,recap,Mon,2014,Cavaliers,Nuggets,home,97-106,1&0,-11.5,217,-9,-20.5,-14,-17.2,3.2,L,L,U,0,0021400147,20141117DENCLE,CLE,DEN
41960,recap,Mon,2014,Celtics,Suns,home,114-118,2&1,2,216,-4,-2,16,7,9,L,L,O,0,0021400148,20141117PHXBOS,BOS,PHX
41961,recap,Tue,2014,Jazz,Thunder,home,98-81,2&1,-4,187.5,17,13,-8.5,2.2,-10.8,W,W,U,0,0021400157,20141118OKCUTA,UTA,OKC
41961,recap,Tue,2014,Bucks,Knicks,home,117-113,1&1,-3,192,4,1,38,19.5,18.5,W,W,O,0,0021400156,20141118NYKMIL,MIL,NYK
41961,recap,Tue,2014,Kings,Pelicans,home,100-106,2&0,-2.5,200.5,-6,-8.5,5.5,-1.5,7,L,L,O,0,0021400158,20141118NOPSAC,SAC,NOP
41961,recap,Tue,2014,Hawks,Lakers,home,109-114,2&1,-8.5,211.5,-5,-13.5,11.5,-1,12.5,L,L,O,0,0021400155,20141118LALATL,ATL,LAL
